Unique Method Stereotype,Method Count
void-accessor command,1
void-accessor controller,1
command collaborator,2
collaborator,2
property command collaborator,1
property set collaborator,2
factory collaborator stateless,1
void-accessor,1
void-accessor command collaborator,7
predicate collaborator,7
get predicate controller,1
property set,1
predicate set collaborator,5
predicate non-void-command,3
empty,19
unclassified,7
command,9
get set collaborator,6
property,34
get collaborator,45
predicate set,3
property collaborator,74
property non-void-command,12
destructor,74
get non-void-command,21
get set,18
wrapper,15
constructor,283
set,40
void-accessor wrapper,4
wrapper stateless,75
predicate,33
get non-void-command collaborator,1
property wrapper,54
controller,4
incidental,45
copy-constructor,49
predicate non-void-command collaborator,11
predicate controller,4
controller stateless,36
get property non-void-command collaborator,1
get,64
collaborator incidental,29
get wrapper,14
void-accessor set,3
non-void-command,5
predicate wrapper,10
non-void-command collaborator,5
property controller,1
property non-void-command collaborator,25
set collaborator,10
Total,1178
