Unique Class Stereotype,Class Count
commander boundary,1
data-provider boundary degenerate,1
data-provider lazy-class small-class,1
degenerate,6
boundary,4
controller data-class small-class,1
data-provider boundary lazy-class degenerate,1
data-provider,5
data-provider data-class small-class,12
data-provider boundary small-class,21
data-provider boundary data-class small-class,3
data-provider boundary,11
boundary lazy-class,1
degenerate small-class,19
commander small-class,1
commander boundary data-class small-class,1
entity boundary degenerate,1
entity boundary small-class,9
small-class,14
boundary small-class,2
data-provider data-class,2
commander,2
empty,538
controller small-class,1
unclassified,22
boundary degenerate,6
data-provider small-class,18
boundary degenerate small-class,29
commander lazy-class degenerate,1
entity boundary,9
data-class small-class,9
data-class,3
pure-controller degenerate small-class,14
boundary data-class small-class,1
data-provider lazy-class degenerate,4
data-provider boundary data-class,3
pure-controller degenerate,1
lazy-class,2
boundary lazy-class degenerate,1
entity data-provider boundary,5
Total,786
