Unique Method Stereotype,Method Count
collaborator,1
get property non-void-command,1
get non-void-command,5
get set,9
wrapper,13
property set factory collaborator,1
non-void-command collaborator,1
property factory wrapper,2
get set collaborator,4
get factory collaborator,1
unclassified,1
property factory collaborator,12
stateless,7
property factory,1
predicate non-void-command,50
factory wrapper stateless,11
factory controller stateless,28
controller stateless,584
get collaborator,272
get property non-void-command collaborator,3
collaborator incidental,54
get,756
wrapper stateless,138
set,689
constructor,439
property set,1
command collaborator,964
factory controller,4
empty,68
command,642
property controller,16
property non-void-command collaborator,435
set collaborator,173
copy-constructor,4
incidental,51
controller,57
predicate non-void-command collaborator,53
get non-void-command collaborator,10
property wrapper,20
property,25
property factory controller,2
property non-void-command,141
property non-void-command factory collaborator,22
non-void-command factory collaborator,18
predicate controller,8
collaborator stateless,13
factory collaborator stateless,15
predicate,8
Total,5833
