Unique Class Stereotype,Class Count
entity data-provider boundary,2
data-provider small-class,1
entity factory controller small-class,1
controller degenerate,2
boundary small-class,2
entity factory controller,1
commander boundary degenerate,11
lazy-class,1
entity boundary small-class,7
boundary degenerate,63
factory pure-controller degenerate small-class,3
controller,5
commander boundary,9
pure-controller,3
controller small-class,4
unclassified,29
pure-controller degenerate small-class,17
data-class,4
entity boundary degenerate,2
commander small-class,4
boundary degenerate small-class,35
pure-controller degenerate,8
degenerate,21
pure-controller small-class,5
boundary,19
data-class small-class,1
entity boundary,12
boundary data-class small-class,4
data-provider data-class small-class,4
data-provider,12
factory controller small-class,2
factory degenerate small-class,7
small-class,4
data-provider boundary data-class small-class,3
data-provider boundary,8
entity minimal-entity boundary,2
commander,9
empty,121
entity small-class,1
degenerate small-class,3
data-provider boundary small-class,2
boundary data-class,3
minimal-entity boundary,1
commander boundary small-class,7
Total,465
