Unique Class Stereotype,Class Count
lazy-class degenerate,1
factory controller degenerate,1
boundary data-class small-class,2
data-provider lazy-class degenerate,2
entity minimal-entity boundary,1
data-class,7
data-provider boundary data-class small-class,11
data-provider small-class,2
boundary data-class,7
entity lazy-class small-class,1
data-provider boundary data-class,10
entity,5
data-provider lazy-class small-class,1
data-provider,33
entity data-provider boundary,10
data-provider boundary,22
factory controller small-class,22
entity factory controller small-class,27
data-provider data-class small-class,36
boundary degenerate,34
commander boundary,99
factory pure-controller degenerate small-class,2
controller,17
pure-controller degenerate,29
entity boundary,63
data-provider boundary small-class,14
controller small-class,12
unclassified,74
factory controller,2
entity small-class,11
commander,68
empty,369
small-class,24
entity boundary small-class,36
entity boundary degenerate,6
commander small-class,11
controller lazy-class degenerate,1
commander boundary degenerate,1
factory degenerate small-class,7
boundary lazy-class degenerate,1
controller degenerate,6
boundary lazy-class,1
degenerate small-class,15
boundary,73
degenerate,54
pure-controller small-class,8
pure-controller,2
commander boundary small-class,25
lazy-class,5
commander degenerate,1
factory pure-controller small-class,4
pure-controller degenerate small-class,29
entity commander boundary,13
boundary degenerate small-class,29
commander data-class small-class,1
boundary small-class,3
data-provider data-class,11
factory degenerate,2
Total,1364
