Unique Method Stereotype,Method Count
property factory collaborator,1
get property factory collaborator,1
factory collaborator,1
property,7
predicate,3
empty,14
wrapper,17
get set,7
factory collaborator stateless,1
property set collaborator,16
void-accessor command collaborator,13
predicate controller,1
non-void-command factory collaborator,13
predicate non-void-command,21
command,123
constructor,126
set,37
command collaborator,206
property wrapper,2
get non-void-command collaborator,6
get set factory collaborator,2
property controller,6
property non-void-command collaborator,98
set collaborator,24
get set collaborator,13
wrapper stateless,26
incidental,7
predicate non-void-command collaborator,24
controller,6
get collaborator,24
controller stateless,44
factory wrapper stateless,2
get wrapper,3
get,43
collaborator incidental,21
get property set collaborator,1
get non-void-command factory collaborator,2
property collaborator,3
property non-void-command,26
property non-void-command factory collaborator,3
Total,994
