Unique Method Stereotype,Method Count
get wrapper,66
collaborator,3
property set collaborator,5
non-void-command,4
factory collaborator stateless,4
wrapper,21
predicate non-void-command,15
unclassified,9
predicate controller,1
non-void-command factory collaborator,2
void-accessor set collaborator,5
get non-void-command,3
get property wrapper,2
void-accessor collaborator,1
void-accessor command collaborator,102
get set collaborator,8
predicate collaborator,6
destructor,54
property controller,1
set collaborator,5
property non-void-command collaborator,66
predicate wrapper,1
non-void-command collaborator,23
property wrapper,39
get non-void-command collaborator,7
command collaborator,40
empty,20
command,110
get collaborator,20
predicate set,1
property non-void-command factory collaborator,1
property collaborator,51
property non-void-command,21
constructor,119
set,6
void-accessor command,39
factory collaborator incidental,26
predicate non-void-command collaborator,3
incidental,231
copy-constructor,3
controller,20
void-accessor wrapper,12
wrapper stateless,100
predicate,12
void-accessor controller,4
controller stateless,18
property,14
get,15
get property non-void-command collaborator,1
collaborator incidental,10
Total,1350
