Unique Method Stereotype,Method Count
get property set collaborator,1
get property factory controller,1
property factory,3
get predicate non-void-command collaborator,2
predicate collaborator,1
collaborator,7
get non-void-command factory collaborator,1
get property factory collaborator,3
get property collaborator,2
get property non-void-command,15
factory wrapper,1
get property non-void-command factory collaborator,5
factory wrapper stateless,80
void-accessor command,1
factory controller stateless,170
property set,24
factory collaborator incidental,8
predicate,52
predicate controller,39
property factory collaborator,102
constructor,2772
property non-void-command,592
property non-void-command factory collaborator,313
predicate set,11
get,1617
collaborator incidental,209
get property non-void-command collaborator,25
incidental,548
factory collaborator,4
controller,532
copy-constructor,21
property wrapper,142
get non-void-command collaborator,23
get factory collaborator,2
get set,64
predicate non-void-command collaborator,330
wrapper,46
factory collaborator stateless,248
wrapper stateless,806
set,583
property,285
command collaborator,2547
empty,660
get property controller,11
factory controller,17
property controller,230
set collaborator,264
property non-void-command collaborator,1441
non-void-command factory collaborator,179
controller stateless,1666
get controller,10
get collaborator,575
get predicate controller,5
predicate wrapper,18
property collaborator,4
stateless,72
property set collaborator,32
get property,9
get set collaborator,23
predicate non-void-command,202
get wrapper,3
get predicate collaborator,2
get property wrapper,4
non-void-command collaborator,4
get non-void-command,17
command,1360
property factory wrapper,15
property set factory collaborator,1
get property set,2
collaborator stateless,27
get set factory collaborator,1
property factory controller,22
void-accessor command collaborator,6
unclassified,5
predicate set collaborator,2
Total,19127
