Unique Method Stereotype,Method Count
predicate collaborator,1
get property factory,1
unclassified,1
set collaborator,104
property controller,92
property non-void-command collaborator,1274
get wrapper,14
property wrapper,183
get non-void-command collaborator,87
property factory collaborator,39
property non-void-command factory collaborator,167
property non-void-command,694
get,543
get property non-void-command collaborator,12
collaborator incidental,124
get command collaborator,3
wrapper stateless,782
empty,150
property set factory collaborator,4
collaborator,5
command,1888
property factory wrapper,17
constructor,947
factory controller,18
get property controller,2
set,145
get controller,7
get collaborator,462
incidental,391
controller,67
copy-constructor,25
factory controller stateless,76
controller stateless,792
non-void-command factory collaborator,69
predicate non-void-command,226
property factory,1
command collaborator,2735
property,77
factory collaborator stateless,153
non-void-command collaborator,5
get non-void-command,54
predicate non-void-command collaborator,151
wrapper,62
property set collaborator,8
property collaborator,13
stateless,10
get set collaborator,32
get set factory collaborator,4
property factory controller,23
get predicate controller,1
predicate wrapper,10
get property non-void-command,3
factory wrapper stateless,46
get property non-void-command factory collaborator,9
factory wrapper,7
predicate,41
predicate controller,35
get property non-void-command factory,3
void-accessor command collaborator,10
collaborator stateless,20
property non-void-command factory,13
get set,27
get factory collaborator,3
property set,10
get property factory controller,3
Total,12981
