Unique Class Stereotype,Class Count
controller,1
entity minimal-entity boundary,1
commander small-class,3
commander boundary,1
data-provider,11
pure-controller degenerate small-class,4
data-class,5
data-provider small-class,10
unclassified,41
data-class small-class,2
entity boundary,13
empty,91
commander,8
data-provider data-class small-class,9
commander lazy-class,1
small-class,7
entity boundary small-class,4
data-provider data-class,1
commander data-class small-class,3
boundary small-class,1
data-provider boundary,1
minimal-entity boundary,1
boundary,7
lazy-class,1
degenerate small-class,3
factory controller small-class,1
entity data-provider boundary,1
boundary degenerate small-class,1
commander boundary small-class,1
boundary data-class small-class,1
data-provider boundary data-class,2
Total,237
