Unique Class Stereotype,Class Count
minimal-entity boundary,1
lazy-class,2
data-provider lazy-class degenerate,3
lazy-class degenerate,3
commander boundary small-class,2
boundary degenerate small-class,1
factory degenerate small-class,1
data-provider boundary data-class small-class,1
data-provider small-class,1
data-provider boundary,2
entity boundary data-class,1
data-provider boundary lazy-class small-class,2
data-provider lazy-class,1
entity boundary,11
controller,2
commander boundary,3
boundary lazy-class degenerate,1
controller degenerate,4
data-provider boundary small-class,4
controller lazy-class degenerate,2
pure-controller degenerate,2
data-provider boundary lazy-class degenerate,2
entity minimal-entity boundary,3
pure-controller small-class,2
boundary,25
degenerate,3
commander,6
entity small-class,2
empty,127
controller small-class,4
unclassified,40
small-class,15
entity boundary small-class,5
data-provider data-class small-class,1
data-provider,2
commander boundary data-class small-class,1
entity commander boundary,2
pure-controller degenerate small-class,10
entity data-provider boundary,1
data-provider boundary data-class,1
boundary small-class,1
commander data-class small-class,2
Total,305
