Unique Method Stereotype,Method Count
factory wrapper,3
get non-void-command factory collaborator,1
get set collaborator,2
get property non-void-command collaborator,1
void-accessor command collaborator,10
set collaborator,57
property non-void-command collaborator,137
property controller,45
collaborator incidental,20
get,49
incidental,142
void-accessor collaborator,2
copy-constructor,43
controller,47
get non-void-command,31
get property set factory collaborator,1
set factory collaborator,1
property command collaborator,1
wrapper stateless,41
set,62
void-accessor set collaborator,1
get property collaborator,2
constructor,142
get property set,1
property factory wrapper,1
command,88
property wrapper,24
get non-void-command collaborator,4
property non-void-command,69
property collaborator,11
predicate set,3
property non-void-command factory collaborator,3
predicate non-void-command collaborator,16
wrapper,43
property set collaborator,18
destructor,91
empty,9
factory controller,5
factory collaborator incidental,2
property set,10
predicate,13
unclassified,3
get wrapper,17
get collaborator,64
get controller,1
predicate set collaborator,6
get set,1
get factory collaborator,4
factory wrapper stateless,15
void-accessor,1
predicate collaborator,1
command collaborator,57
property,23
predicate controller,16
controller stateless,188
non-void-command factory collaborator,1
predicate wrapper,21
property set factory collaborator,2
void-accessor wrapper,2
predicate non-void-command,9
void-accessor controller,4
property factory controller,1
factory controller stateless,5
void-accessor command,1
Total,1695
