Unique Method Stereotype,Method Count
controller,2
property set factory collaborator,1
collaborator incidental,3
property non-void-command,2
get,14
set collaborator,4
property factory collaborator,1
set,6
constructor,31
property factory wrapper,5
void-accessor command collaborator,3
get property set factory collaborator,2
command collaborator,29
command,34
empty,1
incidental,2
get collaborator,14
property set collaborator,1
wrapper,4
wrapper stateless,7
controller stateless,12
predicate non-void-command,4
property non-void-command collaborator,14
predicate non-void-command collaborator,1
property wrapper,1
Total,198
