Unique Method Stereotype,Method Count
predicate collaborator,1
non-void-command factory collaborator,3
property factory collaborator,1
void-accessor collaborator,1
controller stateless,102
non-void-command collaborator,27
predicate wrapper,3
predicate non-void-command,2
wrapper,9
property set collaborator,3
factory collaborator stateless,2
wrapper stateless,40
collaborator stateless,3
empty,4
command,18
unclassified,1
constructor,76
set,5
get collaborator,1
property non-void-command,1
property collaborator,2
property non-void-command factory collaborator,2
predicate,1
get set collaborator,32
property wrapper,1
get non-void-command collaborator,18
command collaborator,6
get,2
collaborator incidental,17
get property non-void-command collaborator,1
predicate non-void-command collaborator,12
controller,6
incidental,1
copy-constructor,6
property controller,2
property non-void-command collaborator,60
set collaborator,3
Total,475
