Unique Method Stereotype,Method Count
property non-void-command,1
property non-void-command collaborator,4
controller stateless,1
get set collaborator,2
void-accessor set,1
command,9
collaborator,1
property,3
property collaborator,6
command collaborator,4
get non-void-command factory collaborator,2
predicate,2
constructor,19
set,1
get set factory collaborator,2
set collaborator,1
property wrapper,6
predicate non-void-command collaborator,1
destructor,10
wrapper,9
predicate collaborator,1
Total,86
