Unique Method Stereotype,Method Count
property command collaborator,2
get predicate set collaborator,2
get predicate non-void-command,1
get property,1
get property non-void-command,2
get controller,11
predicate collaborator,26
non-void-command factory collaborator,1
predicate controller,7
unclassified,3
get wrapper,4
get set collaborator,9
property set,1
collaborator,7
command collaborator,42
property wrapper,2
get non-void-command collaborator,5
predicate non-void-command,157
void-accessor set collaborator,1
get non-void-command,10
get property wrapper,1
wrapper stateless,92
property,21
predicate set collaborator,4
property non-void-command factory collaborator,2
property non-void-command,6
predicate set,37
property collaborator,37
get collaborator,42
controller stateless,24
wrapper,3
get set,17
destructor,34
property set collaborator,10
command,40
empty,7
constructor,112
set,8
property controller,1
property non-void-command collaborator,10
set collaborator,8
get property non-void-command collaborator,1
collaborator incidental,16
get,14
predicate,32
predicate wrapper,10
non-void-command collaborator,3
incidental,109
predicate non-void-command collaborator,50
controller,6
copy-constructor,16
Total,1067
