Unique Method Stereotype,Method Count
void-accessor set,1
void-accessor controller,1
predicate wrapper,1
property non-void-command factory,1
property factory collaborator,1
get non-void-command,6
void-accessor set collaborator,2
property,11
property set collaborator,6
stateless,4
collaborator,2
predicate non-void-command,34
void-accessor command collaborator,31
property factory wrapper,2
predicate collaborator,3
factory wrapper stateless,1
command collaborator,123
factory collaborator stateless,12
get set,3
wrapper,14
constructor,473
set,31
factory collaborator incidental,1
property set,1
command,252
unclassified,6
factory controller stateless,8
controller stateless,304
void-accessor wrapper,2
wrapper stateless,693
empty,3
factory controller,4
get collaborator,24
get non-void-command collaborator,1
factory,1
property wrapper,6
predicate set,1
property collaborator,8
property non-void-command factory collaborator,4
property non-void-command,69
controller,37
incidental,28
predicate non-void-command collaborator,22
copy-constructor,10
get property non-void-command collaborator,1
collaborator incidental,14
get,44
property controller,19
set collaborator,19
property non-void-command collaborator,100
predicate,25
void-accessor command,19
get property non-void-command,8
non-void-command factory collaborator,10
predicate controller,8
Total,2515
