Unique Class Stereotype,Class Count
data-provider boundary small-class,2
degenerate small-class,4
boundary lazy-class,2
boundary large-class lazy-class degenerate,1
entity data-provider boundary,1
data-provider boundary data-class small-class,5
data-provider small-class,1
minimal-entity boundary,2
entity minimal-entity boundary,3
data-class,6
data-provider lazy-class degenerate,2
pure-controller,2
data-provider,16
data-provider boundary,2
controller small-class,3
boundary large-class degenerate,2
unclassified,88
data-class small-class,1
entity boundary,44
factory pure-controller degenerate small-class,2
controller,7
boundary degenerate,14
small-class,19
entity boundary small-class,13
pure-controller small-class,1
degenerate,23
boundary,77
lazy-class small-class,1
entity factory controller,7
pure-controller degenerate,7
commander boundary small-class,16
factory controller,2
entity small-class,6
empty,153
commander,63
boundary degenerate small-class,10
pure-controller degenerate small-class,24
entity commander boundary,26
boundary lazy-class degenerate,2
controller degenerate,3
factory controller small-class,4
commander boundary,93
entity minimal-entity commander boundary,2
data-provider boundary data-class,10
entity boundary degenerate,2
commander boundary data-class small-class,1
commander small-class,15
entity factory controller small-class,4
boundary small-class,3
data-provider data-class,10
commander data-class small-class,2
entity,5
data-provider data-class small-class,20
Total,834
