Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
minimal-entity commander boundary,1
boundary data-class,1
data-provider lazy-class small-class,1
data-provider boundary,1
data-provider lazy-class degenerate,2
factory degenerate small-class,1
entity data-provider boundary,1
data-provider data-class,2
commander data-class small-class,1
boundary small-class,4
data-provider lazy-class,7
controller,2
commander boundary,34
entity boundary,11
controller lazy-class small-class,2
controller small-class,2
unclassified,39
small-class,5
entity boundary small-class,11
commander boundary small-class,9
controller data-class small-class,2
pure-controller degenerate,1
entity small-class,1
factory controller,1
empty,96
commander,37
degenerate small-class,8
controller degenerate,1
boundary degenerate small-class,6
entity boundary degenerate,1
commander small-class,9
boundary,17
degenerate,2
data-class,3
entity boundary data-class small-class,1
entity commander boundary,17
pure-controller degenerate small-class,6
data-provider small-class,1
entity factory controller small-class,2
data-provider,4
Total,354
