Unique Class Stereotype,Class Count
entity factory controller,1
entity minimal-entity boundary,1
factory controller small-class,1
data-class,5
entity boundary,4
commander small-class,9
data-provider lazy-class degenerate,2
commander boundary,20
boundary degenerate,1
factory pure-controller degenerate small-class,1
controller,1
data-provider,1
commander boundary lazy-class degenerate,1
data-provider data-class small-class,1
pure-controller degenerate small-class,1
entity commander boundary,4
boundary degenerate small-class,3
small-class,6
entity boundary small-class,3
commander boundary small-class,7
commander degenerate,1
empty,168
commander,23
data-provider data-class,1
boundary small-class,1
unclassified,31
controller small-class,4
commander boundary degenerate,1
boundary,14
degenerate,1
data-provider boundary data-class,1
degenerate small-class,2
controller degenerate,2
entity factory controller small-class,1
entity,1
Total,325
