Unique Class Stereotype,Class Count
minimal-entity boundary lazy-class,1
large-class,1
entity boundary lazy-class degenerate,1
factory controller lazy-class degenerate,3
data-provider lazy-class,1
boundary controller lazy-class degenerate,1
minimal-entity,1
factory pure-controller,1
boundary lazy-class data-class,1
commander boundary data-class,2
controller data-class small-class,8
large-class degenerate,3
boundary lazy-class degenerate,10
commander boundary lazy-class small-class,1
entity boundary data-class small-class,10
factory pure-controller degenerate,2
commander data-class,1
data-provider lazy-class degenerate,4
commander lazy-class small-class,1
data-provider boundary degenerate,2
data-provider boundary lazy-class degenerate,9
factory degenerate,19
data-provider boundary lazy-class small-class,6
entity data-provider boundary lazy-class,1
data-provider boundary lazy-class,7
entity minimal-entity data-provider boundary,3
entity data-provider boundary data-class,1
factory controller degenerate,9
boundary controller,1
boundary lazy-class,6
lazy-class degenerate,15
controller lazy-class degenerate,2
degenerate,425
boundary,476
factory controller lazy-class data-class small-class,1
pure-controller small-class,171
data-provider small-class,51
factory controller data-class small-class,3
commander boundary small-class,1056
data-provider degenerate,3
data-provider boundary data-class,49
factory pure-controller degenerate small-class,77
entity commander boundary,68
data-provider data-class,114
entity commander boundary lazy-class,1
entity minimal-entity boundary lazy-class,1
boundary large-class degenerate,4
boundary small-class,169
commander data-class small-class,9
degenerate small-class,426
entity boundary degenerate,32
boundary degenerate,376
entity minimal-entity commander boundary,1
small-class,583
minimal-entity commander boundary,2
pure-controller degenerate small-class,753
entity boundary small-class,354
entity small-class,37
factory controller,19
unclassified,738
controller small-class,97
entity boundary data-class,10
commander boundary,343
factory controller lazy-class small-class,1
controller degenerate,128
factory degenerate small-class,124
entity,20
empty,2962
data-provider lazy-class small-class,11
entity degenerate,3
controller lazy-class,3
entity boundary lazy-class,1
boundary degenerate small-class,1130
boundary controller degenerate,1
commander boundary lazy-class degenerate,4
commander boundary degenerate,59
data-provider boundary small-class,54
controller,94
pure-controller,24
controller lazy-class small-class,2
data-provider,156
boundary data-class small-class,30
data-provider data-class small-class,281
data-provider boundary data-class small-class,247
entity factory controller small-class,66
entity factory controller degenerate,3
pure-controller degenerate,109
entity data-provider boundary,42
commander boundary data-class small-class,20
commander,379
entity boundary,501
data-class,132
commander lazy-class,1
commander small-class,832
boundary data-class,33
entity minimal-entity boundary,24
data-provider boundary,91
factory pure-controller small-class,5
lazy-class small-class,8
entity factory controller,13
minimal-entity boundary,10
factory controller small-class,68
data-class small-class,62
commander degenerate,22
lazy-class,10
Total,14349
