Unique Class Stereotype,Class Count
commander boundary data-class,1
data-provider degenerate,1
boundary data-class small-class,5
data-provider lazy-class degenerate,2
commander boundary,76
factory pure-controller degenerate small-class,2
controller,7
commander data-class small-class,4
data-provider data-class,2
boundary large-class degenerate,1
boundary small-class,2
commander boundary small-class,22
lazy-class,1
pure-controller small-class,5
boundary,174
degenerate,30
boundary degenerate small-class,14
entity commander boundary,21
factory pure-controller small-class,2
entity boundary degenerate,12
controller degenerate,5
boundary lazy-class degenerate,4
factory degenerate small-class,5
empty,554
entity small-class,3
unclassified,292
controller small-class,2
entity minimal-entity commander boundary,2
small-class,27
pure-controller degenerate small-class,17
entity boundary small-class,14
minimal-entity boundary,5
commander degenerate,10
factory controller small-class,9
data-class small-class,5
boundary data-class,3
commander small-class,54
commander lazy-class,1
commander boundary data-class small-class,2
commander,387
entity boundary,172
data-class,12
entity minimal-entity boundary,8
data-provider boundary,25
data-provider data-class small-class,3
data-provider boundary data-class small-class,5
data-provider boundary lazy-class,1
data-provider lazy-class,3
data-provider,15
boundary degenerate,20
commander lazy-class degenerate,1
entity,3
pure-controller degenerate,8
entity data-provider boundary,146
commander lazy-class small-class,1
factory controller data-class small-class,1
boundary lazy-class,3
degenerate small-class,9
entity factory controller,4
data-provider small-class,2
lazy-class degenerate,9
lazy-class data-class,5
Total,2241
