Unique Class Stereotype,Class Count
commander data-class small-class,1
boundary small-class,2
entity minimal-entity boundary,3
boundary degenerate small-class,4
entity commander boundary degenerate,1
lazy-class small-class,2
controller degenerate,8
data-provider boundary degenerate,3
data-provider small-class,16
data-provider,27
data-provider data-class small-class,2
commander small-class,12
commander boundary,13
boundary degenerate,7
small-class,19
entity boundary small-class,11
entity small-class,1
empty,450
commander,6
data-provider boundary small-class,16
entity boundary data-class,1
pure-controller degenerate,1
controller lazy-class degenerate,10
data-provider boundary,43
data-provider boundary data-class small-class,6
unclassified,30
controller small-class,3
degenerate small-class,2
boundary data-class small-class,4
data-provider boundary data-class,2
entity boundary,57
data-class small-class,3
pure-controller small-class,2
boundary,41
degenerate,6
entity commander boundary,9
pure-controller degenerate small-class,7
commander boundary small-class,3
entity data-provider boundary,12
Total,846
