Unique Method Stereotype,Method Count
property non-void-command factory collaborator,1
factory controller stateless,2
wrapper,1
factory collaborator stateless,6
collaborator incidental,2
property,3
set collaborator,7
wrapper stateless,5
constructor,17
set,12
void-accessor command collaborator,3
collaborator stateless,1
get non-void-command collaborator,2
command collaborator,17
command,33
empty,4
property controller,2
controller stateless,58
controller,7
copy-constructor,2
property non-void-command,7
predicate non-void-command,2
non-void-command factory collaborator,1
property non-void-command collaborator,14
get,9
incidental,5
get collaborator,4
Total,227
