Unique Class Stereotype,Class Count
data-provider,1
data-provider small-class,1
data-provider boundary small-class,3
data-provider data-class small-class,1
factory controller lazy-class,1
boundary degenerate small-class,9
boundary data-class small-class,3
lazy-class,1
data-provider boundary,2
unclassified,19
controller small-class,1
data-provider boundary data-class small-class,1
empty,107
commander,36
commander boundary data-class small-class,1
commander small-class,4
commander data-class,1
commander boundary,20
boundary degenerate,3
controller,1
degenerate small-class,3
entity boundary small-class,2
small-class,4
commander boundary small-class,7
boundary small-class,1
commander data-class small-class,1
entity commander boundary,5
pure-controller degenerate small-class,2
boundary,13
pure-controller small-class,2
degenerate,2
boundary lazy-class degenerate,3
controller degenerate,1
entity boundary,2
Total,264
