Unique Class Stereotype,Class Count
lazy-class degenerate,1
entity minimal-entity boundary,1
data-provider small-class,3
factory degenerate small-class,2
entity factory controller,1
data-provider boundary small-class,3
commander degenerate,1
entity,2
data-provider lazy-class small-class,1
entity boundary data-class,1
factory controller small-class,4
entity data-provider boundary,9
data-provider boundary,9
data-provider boundary data-class small-class,18
boundary degenerate,18
commander boundary,61
factory pure-controller degenerate small-class,9
controller,5
pure-controller,6
entity boundary degenerate,3
commander boundary data-class small-class,2
commander small-class,19
controller small-class,15
unclassified,77
data-provider data-class small-class,15
data-provider,21
pure-controller small-class,3
degenerate,53
boundary,33
pure-controller degenerate,17
empty,162
commander,59
commander boundary small-class,9
degenerate small-class,27
factory controller degenerate,2
entity boundary lazy-class degenerate,1
entity boundary small-class,34
small-class,21
commander boundary degenerate,3
pure-controller degenerate small-class,81
entity commander boundary,13
boundary degenerate small-class,17
entity boundary,28
entity factory controller small-class,6
controller degenerate,2
boundary lazy-class degenerate,1
data-provider data-class,2
Total,881
