Unique Method Stereotype,Method Count
get set collaborator,1
wrapper stateless,3
property set,2
void-accessor set,1
get non-void-command,1
property set collaborator,2
predicate,1
command collaborator,93
property wrapper,1
get non-void-command collaborator,7
predicate non-void-command,16
non-void-command factory collaborator,1
property non-void-command collaborator,17
set collaborator,17
property controller,2
controller stateless,18
void-accessor command collaborator,9
property,3
get collaborator,24
set,10
constructor,60
get,11
command,90
empty,10
set factory collaborator,1
get controller,3
factory controller stateless,1
void-accessor command,3
copy-constructor,1
controller,6
incidental,1
predicate non-void-command collaborator,25
property factory collaborator,2
get set,2
wrapper,2
property non-void-command factory collaborator,3
property non-void-command,1
predicate set,1
get property set collaborator,2
Total,454
