Unique Class Stereotype,Class Count
data-provider boundary degenerate,2
data-provider boundary data-class,2
boundary data-class,2
boundary lazy-class degenerate,1
commander degenerate,1
data-provider boundary lazy-class,1
lazy-class small-class,1
commander small-class,2
data-provider boundary small-class,13
data-provider data-class,1
commander data-class small-class,1
boundary small-class,6
data-provider boundary,25
data-provider lazy-class,4
data-provider boundary data-class small-class,4
data-provider data-class small-class,9
data-provider,24
small-class,3
entity boundary small-class,2
data-provider lazy-class small-class,2
entity data-provider boundary,6
data-class,8
boundary lazy-class,2
degenerate small-class,36
data-provider small-class,14
boundary degenerate small-class,28
pure-controller degenerate small-class,10
entity commander boundary,4
commander lazy-class degenerate,2
commander,6
empty,220
unclassified,24
data-class small-class,4
entity boundary,17
controller,1
boundary degenerate,4
degenerate,20
pure-controller small-class,1
boundary,13
Total,526
