Unique Class Stereotype,Class Count
entity factory controller small-class,1
entity factory controller data-class small-class,1
commander lazy-class small-class,1
lazy-class degenerate,15
controller small-class,1
unclassified,44
data-provider data-class small-class,11
data-provider boundary data-class small-class,3
entity boundary lazy-class degenerate,1
commander data-class,7
entity,2
entity boundary degenerate,1
degenerate small-class,16
boundary,27
lazy-class,3
data-provider boundary lazy-class small-class,1
factory controller data-class small-class,1
empty,453
factory controller,4
data-provider boundary lazy-class degenerate,23
commander data-class small-class,14
data-provider data-class,1
entity commander boundary,14
entity boundary small-class,22
pure-controller degenerate small-class,11
entity boundary data-class small-class,3
boundary degenerate small-class,53
commander boundary,30
small-class,21
entity minimal-entity commander boundary,1
boundary degenerate,20
commander lazy-class,2
commander small-class,26
boundary data-class,3
data-class small-class,1
commander degenerate,1
factory controller small-class,5
minimal-entity boundary,3
entity boundary,35
commander boundary data-class small-class,2
commander,28
data-class,4
commander boundary small-class,6
boundary lazy-class degenerate,11
data-provider small-class,4
factory degenerate small-class,30
data-provider boundary,10
entity minimal-entity boundary,4
pure-controller degenerate,2
entity data-provider boundary,1
commander boundary data-class,5
commander boundary degenerate,1
degenerate,18
controller lazy-class degenerate,1
data-provider boundary lazy-class,1
data-provider boundary small-class,6
controller,4
entity factory controller,1
data-provider,1
boundary small-class,5
entity minimal-entity boundary lazy-class,1
boundary data-class small-class,1
Total,1029
