Unique Method Stereotype,Method Count
get property,1
void-accessor command,1
predicate controller,1
get predicate non-void-command collaborator,1
void-accessor controller,2
property factory collaborator,1
property set,1
property,3
get property non-void-command,1
get set factory collaborator,1
set,22
constructor,154
void-accessor command collaborator,3
get non-void-command,66
wrapper,11
get set,10
property set collaborator,4
controller stateless,40
predicate non-void-command,21
command collaborator,182
property wrapper,6
get non-void-command collaborator,57
empty,25
command,165
property non-void-command collaborator,49
set collaborator,26
wrapper stateless,22
get collaborator,8
predicate non-void-command collaborator,16
controller,9
incidental,14
predicate,6
property collaborator,6
property non-void-command,17
get,6
get property non-void-command collaborator,6
collaborator incidental,1
get set collaborator,35
factory controller stateless,1
get controller,6
property factory controller,2
Total,1009
