Unique Method Stereotype,Method Count
unclassified,1
collaborator stateless,3
non-void-command factory collaborator,3
non-void-command collaborator,1
predicate wrapper,1
void-accessor command collaborator,3
set,3
get collaborator,32
get property wrapper,1
predicate non-void-command,3
wrapper stateless,320
get controller,1
factory controller stateless,2
controller stateless,284
wrapper,37
factory collaborator stateless,25
property set collaborator,1
command collaborator,218
constructor,167
command,86
empty,4
predicate collaborator,1
factory wrapper stateless,9
property non-void-command collaborator,142
property controller,11
set collaborator,2
property wrapper,15
property factory collaborator,2
incidental,10
controller,42
predicate non-void-command collaborator,20
copy-constructor,2
property non-void-command factory collaborator,22
property non-void-command,20
property,3
get,19
collaborator incidental,8
void-accessor command,1
Total,1525
