Unique Class Stereotype,Class Count
entity degenerate,1
entity data-provider small-class,1
factory controller degenerate,1
boundary controller,2
factory small-class,1
boundary lazy-class,1
entity data-provider boundary lazy-class degenerate,1
data-provider boundary lazy-class small-class,3
data-provider lazy-class,1
factory pure-controller small-class,1
lazy-class small-class,2
factory degenerate small-class,45
commander data-class small-class,1
boundary small-class,46
factory controller data-class small-class,3
entity small-class,42
factory controller,4
factory pure-controller degenerate small-class,43
lazy-class data-class small-class,1
boundary data-class small-class,4
data-provider lazy-class degenerate,1
small-class,190
factory controller lazy-class degenerate,1
factory controller lazy-class small-class,1
commander boundary,322
entity boundary degenerate,22
commander boundary small-class,656
controller small-class,51
unclassified,187
degenerate small-class,135
pure-controller small-class,85
boundary,147
controller lazy-class degenerate,1
degenerate,196
data-provider boundary small-class,20
controller,47
pure-controller,26
entity boundary small-class,425
pure-controller degenerate small-class,501
entity commander boundary,79
entity boundary data-class small-class,2
boundary degenerate small-class,235
entity data-provider boundary,6
pure-controller degenerate,82
data-class,2
commander boundary data-class small-class,2
commander,50
entity boundary,341
entity factory controller small-class,70
data-class small-class,4
commander degenerate,1
factory controller small-class,42
entity,24
empty,1934
data-provider lazy-class small-class,7
commander lazy-class,1
commander small-class,125
boundary data-class,2
factory pure-controller degenerate,11
boundary degenerate,61
controller degenerate,18
boundary lazy-class degenerate,3
controller data-class small-class,3
lazy-class degenerate,3
data-provider,10
data-provider boundary degenerate,2
data-provider boundary,10
data-provider small-class,5
data-provider data-class small-class,18
data-provider boundary data-class small-class,7
entity factory controller,2
factory degenerate,18
data-provider boundary lazy-class degenerate,3
lazy-class,2
commander boundary data-class,1
data-provider degenerate,2
commander boundary degenerate,2
Total,6408
