Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
entity data-provider boundary,1
lazy-class small-class,1
data-provider boundary,4
lazy-class,1
data-class,1
factory controller small-class,3
data-provider boundary small-class,3
data-provider,5
lazy-class degenerate,3
data-provider small-class,2
entity factory controller small-class,4
degenerate small-class,12
entity boundary small-class,29
small-class,18
controller small-class,3
unclassified,62
entity data-class small-class,1
factory degenerate small-class,3
controller degenerate,2
factory pure-controller degenerate small-class,2
controller,6
boundary degenerate,14
commander boundary,71
entity minimal-entity commander boundary,3
entity boundary degenerate,1
commander small-class,16
boundary data-class small-class,1
data-provider lazy-class degenerate,2
commander boundary small-class,15
factory pure-controller small-class,1
pure-controller degenerate small-class,14
entity commander boundary,20
boundary degenerate small-class,11
factory controller,1
entity small-class,7
empty,129
commander,88
pure-controller,2
entity boundary,37
pure-controller degenerate,3
pure-controller small-class,2
boundary,36
degenerate,16
boundary small-class,2
data-provider data-class,1
commander data-class small-class,1
data-provider data-class small-class,3
Total,664
