Unique Method Stereotype,Method Count
empty,2
predicate set collaborator,1
property set,2
void-accessor command,1
factory wrapper stateless,1
non-void-command factory collaborator,2
get set collaborator,1
property set collaborator,4
stateless,1
destructor,3
get set,1
wrapper,26
collaborator stateless,8
void-accessor command collaborator,3
property,14
unclassified,2
get property non-void-command factory collaborator,3
set,50
constructor,45
predicate,20
command collaborator,60
command,33
property wrapper,8
property non-void-command collaborator,21
set collaborator,15
property controller,1
controller stateless,10
predicate set,1
property collaborator,2
property non-void-command factory collaborator,1
property non-void-command,37
wrapper stateless,57
void-accessor wrapper,1
collaborator,2
non-void-command,2
predicate wrapper,1
non-void-command collaborator,6
get property non-void-command collaborator,1
collaborator incidental,12
get collaborator,6
copy-constructor,1
controller,5
predicate non-void-command collaborator,3
incidental,13
factory controller stateless,1
Total,490
