Unique Class Stereotype,Class Count
factory pure-controller degenerate small-class,1
entity boundary degenerate,1
commander degenerate,1
small-class,1
entity boundary small-class,1
entity boundary,22
entity,2
factory degenerate small-class,1
data-provider boundary degenerate,1
degenerate,1
data-class small-class,1
boundary small-class,1
data-provider boundary,1
data-provider boundary data-class small-class,2
commander boundary data-class,1
boundary degenerate,2
controller,1
commander boundary,7
boundary,35
data-provider boundary small-class,2
commander,2
empty,134
unclassified,13
entity commander boundary,2
boundary degenerate small-class,2
degenerate small-class,1
Total,239
