Unique Method Stereotype,Method Count
get collaborator,3
get non-void-command collaborator,1
command collaborator,35
predicate non-void-command,5
property non-void-command collaborator,15
set collaborator,10
controller stateless,9
property set collaborator,1
get non-void-command,3
wrapper,2
get set,1
wrapper stateless,5
set,17
constructor,34
property non-void-command,9
property non-void-command factory collaborator,5
property factory controller,1
command,33
empty,3
void-accessor command collaborator,8
predicate non-void-command collaborator,8
incidental,3
controller,1
collaborator incidental,1
get,21
property,5
get non-void-command factory collaborator,1
predicate,1
get property non-void-command,1
property factory collaborator,1
get set collaborator,1
Total,244
