Unique Class Stereotype,Class Count
data-provider boundary small-class,2
controller,1
commander boundary small-class,1
lazy-class degenerate,4
commander small-class,1
data-provider boundary degenerate,1
small-class,8
unclassified,8
boundary degenerate,21
data-provider boundary,5
data-provider boundary data-class small-class,5
data-provider lazy-class small-class,4
data-class small-class,1
entity boundary,27
boundary degenerate small-class,43
degenerate,63
boundary,12
lazy-class,2
pure-controller degenerate,4
boundary data-class small-class,2
data-provider lazy-class degenerate,4
data-provider degenerate,1
boundary lazy-class degenerate,3
controller degenerate,2
data-provider data-class small-class,14
data-provider,9
data-provider small-class,6
entity commander boundary,2
pure-controller degenerate small-class,5
data-class,2
empty,1023
commander,2
data-provider boundary data-class,3
degenerate small-class,233
boundary lazy-class,1
entity minimal-entity boundary,1
commander data-class small-class,1
boundary small-class,2
data-provider data-class,4
Total,1533
