Unique Method Stereotype,Method Count
factory collaborator stateless,1
collaborator stateless,2
factory wrapper stateless,1
predicate collaborator,1
get non-void-command,1
void-accessor set collaborator,1
get set collaborator,3
get property non-void-command,5
factory controller stateless,5
predicate set collaborator,2
property set collaborator,3
property factory controller,3
get predicate non-void-command,1
get predicate non-void-command collaborator,2
get property non-void-command collaborator,2
collaborator incidental,10
get,417
get set,1
wrapper,4
get property,1
command,456
predicate non-void-command,38
property controller,8
set collaborator,63
property non-void-command collaborator,85
predicate controller,1
non-void-command factory collaborator,16
predicate wrapper,3
command collaborator,370
property wrapper,1
get non-void-command collaborator,2
constructor,170
set,444
void-accessor wrapper,1
wrapper stateless,10
get collaborator,10
predicate,5
predicate non-void-command collaborator,51
incidental,13
controller,34
void-accessor command collaborator,18
property collaborator,1
property non-void-command factory collaborator,4
property non-void-command,92
predicate set,4
controller stateless,48
void-accessor command,9
property,4
empty,48
factory controller,3
Total,2478
