Unique Class Stereotype,Class Count
data-provider boundary lazy-class small-class,1
factory controller small-class,1
factory controller degenerate,1
data-provider lazy-class,1
boundary lazy-class degenerate,3
controller degenerate,1
data-provider boundary degenerate,1
entity data-provider boundary lazy-class,1
data-provider small-class,7
controller lazy-class degenerate,1
commander boundary degenerate,2
data-provider boundary lazy-class degenerate,2
entity,1
data-provider lazy-class small-class,1
data-provider lazy-class degenerate,1
boundary data-class small-class,2
pure-controller degenerate,2
entity data-provider boundary,8
entity minimal-entity boundary,5
minimal-entity commander boundary,1
controller,6
data-provider boundary small-class,2
boundary degenerate,8
lazy-class small-class,1
entity factory controller,1
data-provider boundary data-class small-class,14
data-provider boundary,35
boundary degenerate small-class,16
commander boundary,53
boundary lazy-class,1
degenerate small-class,21
data-provider,53
data-provider data-class small-class,12
entity boundary,75
data-class small-class,5
small-class,20
entity boundary small-class,11
controller small-class,1
unclassified,139
pure-controller small-class,6
degenerate,21
boundary,95
lazy-class,1
data-provider boundary lazy-class,1
minimal-entity boundary,1
boundary data-class,3
entity commander boundary,22
pure-controller degenerate small-class,31
data-class,16
commander boundary small-class,47
factory controller,1
entity small-class,2
empty,262
commander,57
boundary small-class,3
data-provider data-class,8
commander data-class small-class,2
commander small-class,471
entity factory controller small-class,1
Total,1568
