Unique Class Stereotype,Class Count
entity small-class,1
commander small-class,1
data-provider data-class,1
degenerate,4
commander,1
data-provider boundary small-class,1
entity data-provider boundary,1
controller small-class,2
data-provider,3
unclassified,12
empty,80
data-provider small-class,5
boundary data-class,2
boundary degenerate,1
commander boundary,4
data-class,7
degenerate small-class,3
boundary degenerate small-class,3
boundary,7
pure-controller degenerate,2
small-class,3
entity boundary small-class,9
entity boundary,10
factory controller small-class,1
factory degenerate small-class,1
commander degenerate,1
commander boundary small-class,2
Total,168
