Unique Method Stereotype,Method Count
factory collaborator stateless,1
empty,1
void-accessor set collaborator,1
predicate wrapper,1
non-void-command collaborator,9
factory controller stateless,2
property,1
get collaborator,29
get set,1
wrapper,46
destructor,3
property collaborator,3
property non-void-command,9
get set collaborator,3
property set,1
set,22
constructor,85
command collaborator,270
non-void-command factory collaborator,1
set collaborator,40
property non-void-command collaborator,9
predicate non-void-command,7
command,92
wrapper stateless,148
controller stateless,55
collaborator,1
collaborator incidental,58
get,11
property wrapper,11
incidental,9
copy-constructor,1
controller,5
predicate non-void-command collaborator,3
collaborator stateless,8
non-void-command,5
void-accessor command collaborator,14
void-accessor collaborator,1
Total,967
