Unique Method Stereotype,Method Count
get non-void-command factory,1
get property non-void-command factory collaborator,3
get wrapper,2
void-accessor set,1
get property,2
factory wrapper,1
factory stateless,2
get non-void-command factory collaborator,10
property factory collaborator,10
collaborator incidental,57
get,697
get property non-void-command collaborator,12
factory collaborator incidental,16
property set,8
property non-void-command factory,1
collaborator stateless,14
set factory collaborator,44
predicate set,8
property non-void-command factory collaborator,94
property non-void-command,740
incidental,188
copy-constructor,17
factory controller,57
empty,202
property non-void-command collaborator,654
property controller,43
property collaborator,1
stateless,14
property set collaborator,11
get collaborator,218
unclassified,12
controller,144
factory collaborator,1
controller stateless,476
non-void-command factory collaborator,316
predicate controller,22
command,2015
property factory wrapper,2
constructor,1146
set,552
wrapper stateless,336
predicate non-void-command,326
void-accessor wrapper,2
predicate non-void-command collaborator,94
wrapper,41
get factory collaborator,1
non-void-command factory,1
get predicate non-void-command,1
get set,4
get set collaborator,21
get non-void-command collaborator,36
property wrapper,61
non-void-command collaborator,1
get non-void-command,16
get property wrapper,4
void-accessor set collaborator,1
get property non-void-command,21
factory collaborator stateless,41
factory wrapper stateless,7
void-accessor command,19
factory controller stateless,60
void-accessor command collaborator,25
predicate set collaborator,5
command collaborator,1553
property,51
get property set collaborator,1
set collaborator,190
non-void-command,2
predicate wrapper,2
property set factory collaborator,1
void-accessor controller,2
get set factory collaborator,10
property factory controller,6
predicate,9
Total,10765
