Unique Class Stereotype,Class Count
boundary lazy-class data-class small-class,1
data-provider boundary data-class,1
controller,1
data-provider boundary lazy-class degenerate,1
boundary lazy-class degenerate,1
controller degenerate,1
data-provider boundary lazy-class,1
entity minimal-entity boundary,2
commander boundary,3
boundary small-class,2
data-provider boundary,19
data-provider boundary data-class small-class,7
boundary degenerate,5
entity boundary degenerate,3
commander boundary small-class,5
entity boundary,43
controller lazy-class degenerate,3
lazy-class,4
boundary degenerate small-class,23
entity boundary small-class,20
small-class,4
commander,3
empty,159
controller small-class,2
unclassified,16
entity commander boundary,4
pure-controller degenerate small-class,53
boundary,31
pure-controller small-class,16
degenerate,7
entity data-provider boundary,7
data-provider boundary small-class,13
entity boundary data-class,1
data-provider small-class,2
data-provider,6
boundary lazy-class,1
degenerate small-class,3
boundary data-class small-class,1
data-provider lazy-class degenerate,1
Total,476
