Unique Method Stereotype,Method Count
property factory controller,2
property factory collaborator,3
set factory collaborator,1
collaborator stateless,1
predicate,2
factory wrapper stateless,1
predicate collaborator,1
void-accessor command,1
property set,1
factory controller stateless,3
property factory wrapper,2
predicate non-void-command,6
command collaborator,95
get set,1
wrapper,11
command,43
predicate controller,2
non-void-command factory collaborator,8
get non-void-command collaborator,23
property wrapper,8
constructor,193
set,7
wrapper stateless,198
property set collaborator,1
stateless,3
get collaborator,10
controller stateless,765
get wrapper,2
predicate wrapper,3
non-void-command collaborator,7
property controller,2
property non-void-command collaborator,67
set collaborator,42
void-accessor command collaborator,9
void-accessor controller,2
property collaborator,1
property non-void-command,9
property non-void-command factory collaborator,4
factory wrapper,1
get,2
collaborator incidental,3
get property non-void-command collaborator,3
controller,24
predicate non-void-command collaborator,16
incidental,10
copy-constructor,5
get set collaborator,3
empty,23
factory controller,3
Total,1633
