Unique Class Stereotype,Class Count
factory controller degenerate,2
data-provider lazy-class,1
entity data-provider boundary,3
data-provider boundary lazy-class degenerate,4
data-provider small-class,3
commander small-class,3
entity boundary degenerate,1
entity factory controller,1
commander boundary degenerate,1
boundary lazy-class,1
degenerate small-class,12
minimal-entity boundary,3
boundary data-class,4
pure-controller degenerate,10
entity boundary lazy-class degenerate,1
entity boundary small-class,11
lazy-class,2
commander degenerate,9
entity minimal-entity boundary,20
boundary data-class small-class,8
data-class,17
data-class small-class,6
entity boundary,67
factory controller small-class,41
controller degenerate,8
factory controller,7
entity small-class,1
commander,44
empty,369
boundary degenerate,14
entity minimal-entity commander boundary,2
commander boundary,47
factory pure-controller degenerate small-class,10
controller,35
data-provider,42
commander boundary lazy-class degenerate,1
data-provider data-class small-class,39
unclassified,256
controller small-class,24
data-provider boundary,24
data-provider boundary data-class small-class,44
commander boundary small-class,34
entity factory controller small-class,11
boundary,108
pure-controller small-class,19
degenerate,43
boundary small-class,1
commander data-class small-class,2
data-provider data-class,8
small-class,18
pure-controller degenerate small-class,31
factory pure-controller small-class,28
entity commander boundary,19
boundary degenerate small-class,18
minimal-entity commander boundary,1
data-provider boundary data-class,6
Total,1545
