Unique Method Stereotype,Method Count
factory controller stateless,1
property,1
collaborator incidental,1
controller,3
property wrapper,1
predicate non-void-command collaborator,19
incidental,4
get collaborator,8
property non-void-command factory collaborator,1
wrapper stateless,6
controller stateless,12
set,50
constructor,9
command,28
empty,15
command collaborator,35
set collaborator,15
non-void-command factory collaborator,3
property non-void-command collaborator,3
property non-void-command,6
get,55
predicate controller,3
Total,279
