Unique Class Stereotype,Class Count
entity degenerate,1
controller degenerate,1
factory controller small-class,1
entity factory controller small-class,1
factory controller degenerate,2
entity factory controller,1
commander data-class,1
factory degenerate,1
data-provider boundary data-class small-class,1
commander boundary,28
boundary degenerate,9
commander degenerate,2
commander boundary small-class,6
data-provider boundary small-class,1
factory controller,2
entity small-class,3
empty,94
commander,14
pure-controller degenerate,4
data-provider data-class small-class,11
entity data-provider boundary,5
boundary lazy-class,1
degenerate small-class,4
data-class,2
factory pure-controller small-class,2
entity commander boundary,7
pure-controller degenerate small-class,13
data-class small-class,1
entity boundary,28
degenerate,5
boundary,30
pure-controller small-class,2
commander small-class,6
small-class,22
entity boundary small-class,19
boundary degenerate small-class,29
entity commander boundary degenerate,2
factory degenerate small-class,1
unclassified,26
controller small-class,8
controller,3
factory pure-controller degenerate small-class,1
Total,401
