Unique Class Stereotype,Class Count
data-provider lazy-class,1
data-provider data-class small-class,1
lazy-class degenerate,1
data-class,2
degenerate small-class,3
data-provider small-class,1
pure-controller degenerate,2
lazy-class,1
data-provider,14
boundary data-class small-class,1
data-provider lazy-class degenerate,1
commander small-class,7
small-class,10
boundary,9
degenerate,6
data-class small-class,8
entity boundary,6
boundary degenerate,5
commander boundary,5
unclassified,46
controller small-class,2
data-provider boundary,13
data-provider boundary data-class small-class,2
boundary degenerate small-class,2
pure-controller degenerate small-class,1
entity commander boundary,3
entity data-provider boundary,2
data-provider boundary small-class,6
empty,156
commander,23
data-provider boundary lazy-class degenerate,1
boundary small-class,1
commander data-class small-class,1
data-provider data-class,1
Total,344
