Unique Class Stereotype,Class Count
data-provider small-class,2
lazy-class degenerate,2
data-provider degenerate,3
data-provider boundary data-class,1
entity boundary small-class,1
small-class,8
boundary lazy-class degenerate,2
degenerate,5
boundary degenerate,2
commander boundary,2
data-provider boundary data-class small-class,2
data-provider boundary,6
commander,1
data-provider boundary small-class,2
degenerate small-class,12
entity data-provider boundary,2
data-provider lazy-class small-class,3
entity boundary,5
lazy-class,1
pure-controller degenerate,1
boundary,12
controller lazy-class degenerate,1
data-provider,7
controller degenerate,1
empty,73
unclassified,12
entity commander boundary,1
boundary degenerate small-class,11
pure-controller degenerate small-class,16
Total,197
