Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
unclassified,1
get set collaborator,11
property non-void-command factory collaborator,14
property non-void-command,102
predicate set,2
get property non-void-command collaborator,5
get,170
collaborator incidental,17
predicate set collaborator,1
empty,92
factory wrapper stateless,7
predicate collaborator,2
predicate controller,12
factory controller,5
get property controller,3
constructor,473
property non-void-command collaborator,134
property controller,9
set collaborator,82
non-void-command factory collaborator,20
controller stateless,150
property factory wrapper,1
command,613
factory collaborator stateless,6
factory collaborator incidental,1
wrapper,35
predicate non-void-command collaborator,102
incidental,86
set,241
wrapper stateless,47
predicate non-void-command,49
void-accessor wrapper,1
get collaborator,65
property wrapper,19
get non-void-command collaborator,2
get non-void-command,3
predicate,7
predicate wrapper,14
set factory collaborator,2
collaborator stateless,2
get property collaborator,3
void-accessor set collaborator,1
get property non-void-command,7
void-accessor command collaborator,27
command collaborator,604
property,9
property set collaborator,5
property collaborator,1
stateless,1
void-accessor set,1
factory controller stateless,14
void-accessor command,9
get property,3
controller,67
factory collaborator,2
get property non-void-command factory collaborator,1
property factory collaborator,1
get set,2
get predicate non-void-command,1
void-accessor controller,4
get set factory collaborator,2
property factory controller,3
Total,3377
