Unique Method Stereotype,Method Count
void-accessor controller,1
get property non-void-command,2
stateless,5
get property non-void-command factory collaborator,1
predicate wrapper,1
get non-void-command factory collaborator,3
get set collaborator,2
factory collaborator stateless,7
predicate set collaborator,2
property factory wrapper,1
property set,1
factory collaborator incidental,1
get non-void-command,4
property factory controller,3
property set factory collaborator,1
predicate non-void-command,32
predicate,16
set collaborator,37
property non-void-command collaborator,88
property controller,5
controller stateless,114
property,11
get property factory collaborator,1
set,59
constructor,194
get collaborator,66
get property non-void-command collaborator,1
get,127
collaborator incidental,17
non-void-command factory collaborator,9
predicate controller,6
property factory collaborator,12
wrapper,17
factory wrapper stateless,4
predicate collaborator,1
wrapper stateless,68
command,218
factory controller,3
empty,33
property collaborator,1
property non-void-command,67
property non-void-command factory collaborator,21
get non-void-command collaborator,1
property wrapper,14
command collaborator,213
factory controller stateless,21
predicate non-void-command collaborator,37
copy-constructor,2
incidental,40
controller,15
Total,1606
