Unique Class Stereotype,Class Count
commander lazy-class small-class,1
data-provider data-class small-class,1
commander data-class small-class,1
boundary small-class,2
entity boundary degenerate,1
data-provider boundary data-class small-class,3
data-provider boundary,7
data-provider boundary small-class,2
degenerate,7
boundary,25
pure-controller degenerate,1
data-class small-class,2
entity boundary,10
unclassified,47
entity minimal-entity boundary,2
boundary lazy-class degenerate,1
commander,12
empty,350
entity small-class,3
entity data-provider boundary,9
data-provider,22
boundary degenerate small-class,11
data-class,3
entity commander boundary,4
pure-controller degenerate small-class,5
factory controller small-class,2
boundary degenerate,11
entity minimal-entity commander boundary,1
commander boundary,8
degenerate small-class,6
boundary data-class small-class,1
data-provider small-class,12
entity boundary small-class,1
small-class,8
commander boundary small-class,3
Total,585
