Unique Class Stereotype,Class Count
lazy-class,1
entity,1
data-provider boundary degenerate,1
lazy-class small-class,1
data-provider small-class,2
controller degenerate,1
data-provider boundary small-class,3
factory controller data-class small-class,2
data-class,2
entity boundary small-class,40
small-class,13
entity boundary,21
controller,7
boundary degenerate,11
commander boundary,22
entity data-provider boundary,14
entity boundary degenerate,2
commander small-class,8
pure-controller degenerate,7
commander boundary small-class,17
boundary degenerate small-class,11
pure-controller degenerate small-class,27
entity commander boundary,5
boundary data-class small-class,5
entity data-class small-class,1
data-provider boundary data-class,5
entity small-class,1
factory controller,1
empty,170
commander,5
unclassified,27
controller small-class,9
data-provider boundary,18
data-provider boundary data-class small-class,4
data-provider data-class,3
boundary small-class,1
data-provider data-class small-class,8
data-provider,10
degenerate small-class,7
pure-controller small-class,1
boundary,43
degenerate,14
entity factory controller small-class,3
Total,555
