Unique Class Stereotype,Class Count
commander boundary data-class,1
commander degenerate,1
data-provider boundary data-class small-class,2
small-class,9
entity boundary small-class,65
controller degenerate,3
factory controller small-class,1
entity factory controller small-class,2
degenerate small-class,5
pure-controller,6
commander,1
empty,454
unclassified,7
pure-controller small-class,1
degenerate,11
boundary,1
pure-controller degenerate,13
data-provider boundary small-class,2
commander boundary small-class,97
entity boundary,21
pure-controller degenerate small-class,18
entity commander boundary,4
boundary degenerate small-class,8
boundary degenerate,6
commander boundary,13
factory pure-controller degenerate small-class,1
controller,1
commander boundary degenerate,3
boundary small-class,1
minimal-entity boundary,1
data-provider small-class,2
commander small-class,12
commander boundary data-class small-class,4
entity boundary degenerate,2
Total,779
