Unique Method Stereotype,Method Count
predicate controller,3
predicate set collaborator,2
get property non-void-command,1
predicate wrapper,6
non-void-command collaborator,1
property set,1
void-accessor command collaborator,1
predicate non-void-command,10
factory wrapper stateless,1
predicate collaborator,11
property set collaborator,7
get property,4
get controller,1
get non-void-command,6
property,31
get collaborator,70
controller stateless,17
get property collaborator,2
set,22
constructor,167
collaborator,13
command,47
unclassified,17
empty,23
destructor,44
get set,4
wrapper,11
command collaborator,108
predicate set,5
property collaborator,62
property non-void-command,12
predicate non-void-command collaborator,11
controller,6
incidental,19
copy-constructor,17
wrapper stateless,36
property controller,14
set collaborator,21
property non-void-command collaborator,29
get set collaborator,9
get non-void-command collaborator,19
property wrapper,34
collaborator incidental,25
get,22
get wrapper,1
predicate,46
Total,1019
