Unique Method Stereotype,Method Count
stateless,2
get wrapper,1
predicate set collaborator,1
void-accessor command collaborator,1
void-accessor command,2
predicate,2
predicate controller,2
non-void-command factory collaborator,5
collaborator stateless,4
controller stateless,29
wrapper stateless,27
set,40
constructor,137
get collaborator,95
controller,7
predicate non-void-command collaborator,16
incidental,6
copy-constructor,3
factory controller,1
empty,15
command,85
command collaborator,113
property wrapper,7
get non-void-command collaborator,10
property controller,6
set collaborator,69
property non-void-command collaborator,43
predicate non-void-command,20
property,7
get property non-void-command factory collaborator,1
factory controller stateless,2
non-void-command collaborator,1
get,38
get property non-void-command collaborator,3
collaborator incidental,8
property collaborator,1
property non-void-command,36
property non-void-command factory collaborator,11
get non-void-command factory collaborator,2
property factory collaborator,2
Total,861
