Unique Class Stereotype,Class Count
entity factory controller small-class,2
data-class,1
data-provider data-class small-class,2
data-provider boundary data-class small-class,6
entity boundary,10
small-class,10
entity boundary small-class,8
boundary degenerate,2
commander boundary,8
unclassified,12
boundary data-class small-class,5
data-provider boundary lazy-class,1
data-provider boundary,3
data-provider boundary data-class,2
minimal-entity commander boundary,1
pure-controller degenerate,1
entity small-class,1
empty,159
commander,10
data-provider boundary small-class,1
commander boundary small-class,12
commander boundary data-class small-class,1
commander small-class,8
entity data-provider boundary,3
data-provider,2
controller,1
factory pure-controller degenerate small-class,1
data-provider small-class,1
boundary degenerate small-class,9
data-provider data-class,1
boundary small-class,1
commander data-class small-class,2
entity commander boundary,2
entity boundary data-class small-class,1
pure-controller degenerate small-class,3
degenerate small-class,3
boundary,5
degenerate,4
Total,305
