Unique Method Stereotype,Method Count
get,3
get set collaborator,3
wrapper,1
property set collaborator,1
void-accessor command collaborator,1
controller,2
set collaborator,5
collaborator incidental,3
command collaborator,14
constructor,51
property non-void-command factory collaborator,1
get collaborator,3
incidental,20
property controller,1
controller stateless,7
non-void-command collaborator,15
command,19
empty,2
property wrapper,4
predicate non-void-command collaborator,7
non-void-command factory collaborator,1
predicate wrapper,26
predicate non-void-command,57
property non-void-command collaborator,9
wrapper stateless,4
Total,260
