Unique Class Stereotype,Class Count
entity minimal-entity data-provider boundary,1
data-provider boundary data-class,1
data-provider boundary degenerate,1
entity,2
entity factory controller small-class,13
entity boundary degenerate,3
lazy-class degenerate,12
commander boundary degenerate,3
entity small-class,4
factory controller,1
data-provider boundary lazy-class small-class,1
entity boundary data-class,2
degenerate small-class,17
boundary lazy-class,1
data-provider lazy-class degenerate,3
boundary data-class small-class,3
boundary degenerate small-class,19
entity commander boundary,39
unclassified,112
controller small-class,3
data-provider,17
controller lazy-class small-class,1
boundary,58
controller lazy-class degenerate,1
degenerate,59
pure-controller small-class,10
entity factory controller,3
entity boundary small-class,34
pure-controller degenerate small-class,36
minimal-entity commander boundary,3
commander boundary data-class small-class,1
commander,136
entity boundary,71
data-class,1
commander boundary,175
small-class,23
entity minimal-entity commander boundary,1
boundary degenerate,20
factory pure-controller degenerate small-class,3
commander boundary small-class,31
pure-controller,4
controller,8
data-provider boundary small-class,4
factory controller small-class,6
commander degenerate,3
boundary large-class,2
boundary small-class,7
data-provider data-class,5
commander data-class small-class,1
controller degenerate,2
boundary lazy-class degenerate,2
commander small-class,19
boundary data-class,2
pure-controller degenerate,15
entity data-provider boundary,6
empty,326
data-provider lazy-class small-class,1
data-provider boundary data-class small-class,15
data-provider data-class small-class,7
data-provider boundary,16
entity minimal-entity boundary,5
boundary controller,1
controller data-class small-class,1
factory degenerate small-class,2
Total,1385
