Unique Method Stereotype,Method Count
get wrapper,1
property factory wrapper,2
property factory,2
void-accessor collaborator,5
predicate controller,2
get set,51
wrapper,6
destructor,63
get non-void-command,56
property set collaborator,2
wrapper stateless,1
unclassified,43
command,130
empty,2
controller stateless,8
controller,10
copy-constructor,89
incidental,12
get collaborator,30
property,158
get controller,2
constructor,289
set,7
get set collaborator,15
property non-void-command,22
property collaborator,82
collaborator,7
property wrapper,21
get non-void-command collaborator,28
command collaborator,60
property controller,6
set collaborator,6
property non-void-command collaborator,41
predicate,21
get,98
collaborator incidental,3
non-void-command collaborator,3
Total,1384
