Unique Method Stereotype,Method Count
collaborator stateless,1
get wrapper,1
property set collaborator,1
predicate non-void-command,6
predicate,2
property factory collaborator,1
incidental,17
controller,16
predicate non-void-command collaborator,11
command,55
predicate controller,2
non-void-command factory collaborator,25
predicate wrapper,2
command collaborator,129
property wrapper,2
get non-void-command collaborator,6
property non-void-command factory collaborator,29
property non-void-command,40
factory collaborator stateless,21
wrapper,3
get set,3
controller stateless,60
factory controller stateless,23
property,1
constructor,136
set,29
wrapper stateless,29
factory wrapper stateless,5
collaborator incidental,48
get,44
property non-void-command collaborator,420
property controller,5
set collaborator,13
get collaborator,15
empty,16
factory controller,5
Total,1222
