Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
get set collaborator,1
property set factory collaborator,1
property factory collaborator,1
get property wrapper,2
predicate wrapper,3
predicate non-void-command,11
get property non-void-command factory collaborator,1
get property non-void-command factory,1
property factory wrapper,1
wrapper,13
factory collaborator stateless,18
non-void-command factory collaborator,13
constructor,155
set,71
command,225
empty,9
property wrapper,14
wrapper stateless,43
command collaborator,244
get collaborator,22
factory controller stateless,20
void-accessor set,4
controller stateless,108
controller,16
predicate non-void-command collaborator,12
incidental,8
copy-constructor,4
property factory controller,5
property non-void-command,52
property non-void-command factory collaborator,17
property controller,8
property non-void-command collaborator,176
set collaborator,32
property,3
factory wrapper stateless,5
collaborator incidental,2
get,59
get property non-void-command collaborator,4
get property non-void-command,2
get wrapper,1
Total,1388
