Unique Class Stereotype,Class Count
small-class,1
data-provider boundary small-class,1
boundary degenerate,6
commander boundary,4
boundary degenerate small-class,1
entity boundary degenerate,4
commander boundary degenerate,1
lazy-class degenerate,2
data-provider boundary,7
entity boundary small-class,7
entity boundary lazy-class degenerate,1
lazy-class,1
unclassified,37
factory controller small-class,2
boundary lazy-class small-class,1
commander boundary lazy-class degenerate,2
entity data-provider boundary,2
boundary,27
degenerate,4
entity boundary,16
data-class small-class,2
data-provider,4
empty,40
commander,7
degenerate small-class,4
commander boundary small-class,1
entity commander boundary,1
pure-controller degenerate small-class,2
commander data-class,1
controller degenerate,1
boundary lazy-class degenerate,3
Total,193
