Unique Class Stereotype,Class Count
entity,1
entity minimal-entity boundary,2
data-provider small-class,2
data-provider,1
commander degenerate,1
lazy-class degenerate,1
pure-controller,2
entity data-provider boundary,1
boundary degenerate,4
data-provider boundary data-class small-class,2
entity factory controller small-class,9
controller,4
factory pure-controller degenerate small-class,4
entity boundary small-class,51
small-class,27
boundary data-class small-class,3
unclassified,19
controller small-class,40
factory degenerate,1
commander data-class small-class,3
boundary small-class,17
boundary degenerate small-class,77
commander boundary small-class,94
degenerate small-class,21
factory pure-controller small-class,1
entity commander boundary,10
pure-controller degenerate small-class,89
data-class,1
entity boundary degenerate,2
commander boundary data-class small-class,2
commander small-class,40
commander boundary,29
controller degenerate,4
factory degenerate small-class,19
entity minimal-entity boundary lazy-class,1
factory controller small-class,7
entity boundary data-class,3
data-provider boundary small-class,10
data-class small-class,1
entity boundary,29
factory controller,1
commander,4
empty,777
entity small-class,5
degenerate,16
pure-controller small-class,17
boundary,15
pure-controller degenerate,11
entity factory controller,2
Total,1483
